"","ID","participantid_in_session","participantcode","participantlabel","participant_is_bot","participant_index_in_pages","participant_max_page_index","participant_current_app_name","participant_round_number","participant_current_page_name","participantip_address","participanttime_started","participantexclude_from_data_an","participantvisited","participantmturk_worker_id","participantmturk_assignment_id","player","playerrandom_belief","playerbelief","playerbenchmark_belief","playerbelief_payoff","playergame_payoff","playerother_game_payoff","playerother_greedy","playerother_accepted_greedy","playerpayoff","groupid_in_subsession","grouprandom_game","groupoffer_accept","groupoffer","subsessionround_number","subsessiontot_fair","subsessiontot_accept","sessioncode","sessionlabel","sessionexperimenter_name","sessionmturk_HITId","sessionmturk_HITGroupId","sessioncomment","sessionis_demo","gender","age","playercountry","playerdegree","playerjob","playermajor","playeryear_major","playercomp_1","playercomp_2","playercomments","playerwhy_choice","playergasp_1","playergasp_2","playergasp_3","playergasp_4","playergasp_5","playergasp_6","playergasp_7","playergasp_8","playergasp_9","playergasp_10","playergasp_11","playergasp_12","playergasp_13","playergasp_14","playergasp_15","playergasp_16","guilt_neg","guilt_rep","shame_neg","shame_wit","playeraquino_1","playeraquino_2","playeraquino_3","playeraquino_4","playeraquino_5","playeraquino_6","playeraquino_7","playeraquino_8","playeraquino_9","playeraquino_10","playeraquino_11","playeraquino_12","playeraquino_13","ER_index","ER_out","ER_in","CR_out","CR_in","RS","RS_s","RS_v","RS_f","RT","RT_t","RT_r","playerstaxi_1","playerstaxi_2","playerstaxi_3","playerstaxi_4","playerstaxi_5","playerstaxi_6","playerstaxi_7","playerstaxi_8","playerstaxi_9","playerstaxi_10","playerstaxi_11","playerstaxi_12","playerstaxi_13","playerstaxi_14","playerstaxi_15","playerstaxi_16","playerstaxi_17","playerstaxi_18","playerstaxi_19","playerstaxi_20","playerstaxi_21","playerstaxi_22","playerstaxi_23","playerstaxi_24","playerstaxi_25","playerstaxi_26","playerstaxi_27","playerstaxi_28","playerstaxi_29","playerstaxi_30","playerstaxi_31","playerstaxi_32","playerstaxi_33","playerstaxi_34","playerstaxi_35","playerstaxi_36","playerstaxi_37","playerstaxi_38","playerstaxi_39","playerstaxi_40","playerstaxi_41","playerstaxi_42","playerstaxi_43","playerstaxi_44","playerstaxi_45","playerstaxi_46","playerstaxi_47","playerstaxi_48","playerstaxi_49","playerstaxi_50","playerstaxi_51","playerstaxi_52","playerstaxi_53","playerstaxi_54","playerstaxi_55","playerstaxi_56","playerstaxi_57","participant__id_in_session","sec_offer","sec_accept","sec_belief","sessiontime_scheduled","sessiontime_started","aquino_mis","RS_s_norm","RS_v_norm","RS_f_norm","RS_norm","RT_t_norm","RT_r_norm","RT_norm","ER_index_norm","ER_out_norm","ER_in_norm","CR_out_norm","CR_in_norm","treat","unique_group"
"149","20_2_D1_II",13,"8hsjx2b9","pc26",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.149.67.224","2017-02-20 14:38:11.391031+00:00",0,1,NA,NA,1,NA,40,44,10,14,2,9,4,18,9,0.4794,1,"0",1,1,5,"95lqqwx8",9,NA,NA,NA,NA,0,0,22,"italiana","laurea triennale","studente","international management",1,5,5,"Aumentando il guadagno potenziale o la perdita potenziale in modo da essere piu sensibili nelle scelte","ipotizzando una bassa probabilitÃ  di accettazione dell offerta B, ho a mia volta proposto l offerta B in modo tale da avere un effetto bilanciato in termini di massimo guadagno. Se in pochi accettano B io ho guadagnato 10 dalla previsione, se in motlti accettano B io ho sbagliato la previsione ma ho piÃ¹ possibilitÃ  di ricevere 14 dall accetazione dell offerta B.",4,7,6,1,6,7,2,2,6,3,6,1,5,5,3,5,5,5.5,5.25,1.5,4,4,4,5,4,4,4,2,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,19,NA,60,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75
"150","20_2_D1_II",14,"g770hrt9","pc19",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.164.172.163","2017-02-20 14:37:28.561393+00:00",0,1,NA,NA,2,NA,0,1,2,2,14,NA,NA,6,9,0.4794,1,"0",1,1,5,"95lqqwx8",9,NA,NA,NA,NA,0,1,22,"italiana","laurea triennale","studente","management",4,5,5,"no","Ho ragionato su quale poteva essere per me il maggiore guadagno date le scelte del giocatore 1. La mia previsione si Ã¨ basata pensando che tutti i Giocatori 1 avrebbero agito in ottica di massimizzazione del profitto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,12,11,14,16,20,10,5,5,21,8,10,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,3,2,2,2,1,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,14,NA,20,58,NA,NA,NA,62,44,46,50,54,52,52,52,42,36,34,40,2,75
"151","20_2_D1_II",5,"gz9a9v8c","pc23",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.158.162.94","2017-02-20 14:37:51.526453+00:00",0,1,NA,NA,1,NA,91,56,2,0,0,9,5,6,10,0.89,1,"0",1,1,5,"95lqqwx8",9,NA,NA,NA,NA,0,0,21,"italiana","diploma","nessuna","BIEM",2,5,5,"","Ho tentato di massimizzare il mio profitto nel gioco scegliendo B, credendo che (in quanto agenti razionali) la quasi totalitÃ  dei ""giocatori 2"" avrebbe accettato: la scelta del giocatore 2 sarebbe stata, infatti, scegliere tra 2 euro e 0 euro (e 2>0). Io avrei accettato senza esitazione",7,6,7,1,6,5,4,1,6,7,7,4,6,6,6,6,6.25,6.25,6.25,2.5,4,3,3,4,3,3,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17,NA,18,NA,NA,2.23076915740967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,76
"152","20_2_D1_II",4,"yprqurqm","pc5",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.237.230.223","2017-02-20 14:37:25.384331+00:00",0,1,NA,NA,2,NA,8,1,2,0,0,NA,NA,6,10,0.89,1,"0",1,1,5,"95lqqwx8",9,NA,NA,NA,NA,0,0,21,"italiano","liceo scientifico","studente","cles",3,4,5,"Aumentare il guadagno del giocatore due nel caso in cui accetti l'offerta del giocatore 1, in maniera tale che il ""costo"" di non essere razionale e di ""vendicarsi"" sul giocatore 1 sia maggiore","Ho deciso di punire l'egoismo del giocatore 1 che ha scelto di non accontentarsi degli 8â‚¬ cercandone di guadagnare 14.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,17,17,21,27,20,10,5,5,20,7,8,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,2,2,1,4,1,1,3,3,2,3,1,2,4,4,2,3,1,4,2,3,2,3,3,4,1,3,1,1,2,3,3,3,3,4,3,3,2,3,2,4,NA,11,10,NA,NA,NA,60,42,44,48,48,44,48,46,52,50,50,62,2,76
"153","20_2_D1_II",19,"mstm3en0","pc7",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.158.160.96","2017-02-20 14:37:40.676296+00:00",0,1,NA,NA,1,NA,63,56,10,0,0,9,5,4,11,0.2157,1,"0",1,1,5,"95lqqwx8",9,NA,NA,NA,NA,0,0,22,"Italiana","Liceo Scientifico","Studente","BIEF - Economics",3,5,5,"","Da giocatore 1 ho scelto l'offerta B, contando sulla razionalitÃ  del giocatore 2.  Ho stimato una percentuale del 63% immaginando che poco piÃ¹ della metÃ  dei partecipanti avrebbe accettato l'opzione due.",1,5,7,3,6,5,2,2,4,5,6,2,7,5,6,4,3.5,5.75,6,2.25,4,4,3,5,4,3,3,1,1,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,8,NA,6,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,77
"154","20_2_D1_II",8,"xlcnz76x","pc10",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.79.219.198","2017-02-20 14:37:31.658002+00:00",0,1,NA,NA,2,NA,5,1,2,0,0,NA,NA,4,11,0.2157,1,"0",1,1,5,"95lqqwx8",9,NA,NA,NA,NA,0,1,19,"Italiana","Diploma","studente","Cleam",1,5,3,"","La mia previsione Ã¨ stata  presa perchÃ¨ credevo che ci sarebbero state piÃ¹ offerte A. Non mi Ã¨ sembrato giusto accettare l'offerta perchÃ¨ per 2 euro non ci valeva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,27,23,13,21,48,14,20,14,31,13,10,4,2,2,4,1,2,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,4,4,3,4,3,1,1,4,4,4,3,3,3,3,2,4,4,1,2,1,1,4,1,4,2,2,1,3,2,4,1,4,2,4,8,NA,16,22,NA,NA,NA,76,82,76,84,72,52,70,68,76,62,34,52,2,77
"155","10_5_D3_I",11,"aj1yzu7b","pc3",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.150.135.91","2017-05-10 07:48:16.625782+00:00",0,1,NA,NA,1,NA,91,100,10,11,11,2,2,14,1,0.53,1,"0",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,21,"Italiana","Licenza Superiore","Studente BSc","CLESS",3,5,5,"Pagamenti effettuati in base ad entrambi i tipi di guadagno.","Scelta prudente di guadagno assicurato (offerta A); per la previsione il payoff per il Giocatore 2 Ã¨ maggiore se accetta (qualora G1 scegliesse offerta B): 91% comprende entro il 10% la totalitÃ  delle persone",4,5,7,3,6,7,4,1,5,7,5,3,7,6,5,6,5.25,5.25,7,2.75,4,5,3,4,4,4,4,2,3,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15,NA,28,NA,NA,3.30769228935242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,78
"156","10_5_D3_I",16,"jvnewu1p","pc5",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.145.25.250","2017-05-10 07:48:16.844911+00:00",0,1,NA,NA,2,NA,4,8,2,11,11,NA,NA,6,1,0.53,1,"0",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,1,19,"Italiana","MaturitÃ  Scientifica","Studentessa","International Economics and FInance",1,5,4,"","Essendo giocatore 2 non ho fatto una scelta nel gioco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,15,23,17,16,16,6,5,5,17,4,9,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,3,2,1,2,3,2,2,4,3,2,3,3,2,1,2,3,2,3,2,2,2,2,2,3,1,1,2,3,3,1,1,2,2,3,2,3,16,NA,NA,11,NA,NA,NA,44,40,44,42,34,48,42,58,46,62,42,42,6,78
"157","10_5_D3_I",12,"1scc5zcd","pc11",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.164.78.133","2017-05-10 07:48:16.661272+00:00",0,1,NA,NA,2,NA,6,8,2,11,11,NA,NA,6,2,0.5728,NA,"1",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,21,"italiana","liceo scientifico","studente","cleam",2,4,4,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,13,12,19,13,20,6,7,7,16,6,7,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,3,2,1,3,2,4,2,2,3,1,2,1,3,2,1,1,3,1,1,1,1,1,2,1,3,1,2,2,2,1,2,1,12,NA,NA,22,NA,NA,NA,46,48,50,48,44,40,40,50,42,38,44,34,6,79
"158","10_5_D3_I",9,"hxnwx6if","pc9",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.231.231.232","2017-05-10 07:48:16.521025+00:00",0,1,NA,NA,1,NA,80,100,2,11,11,2,2,6,2,0.5728,NA,"1",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,19,"Italia","Diploma di maturitÃ ","Studente","Economia e finanza",1,5,3,"Ripetere piÃ¹ volte il gioco, mischiando le coppie","Ho preferito offrire A per avere un guadagno assicurato, in quanto c'Ã¨ il rischio che un individuo irrazionale rifiuti l'offerta B",2,6,6,3,3,6,3,4,3,5,6,2,6,5,6,3,3.25,5.25,5.75,3,5,3,3,5,3,3,2,1,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,NA,17,NA,NA,2.76923084259033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,79
"159","10_5_D3_I",4,"5wbscrt1","pc21",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.157.160.84","2017-05-10 07:48:16.449158+00:00",0,1,NA,NA,2,NA,9,8,2,11,11,NA,NA,15,3,0.2865,NA,"1",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,21,"Italiana","Diploma superiore","Studente","CLEAM",3,5,5,"","Ero il giocatore 2 quindi non ho potuto effettuare la scelta. In ogni caso questa sarebbe stata in base all'equitÃ . 3â‚¬ in piÃ¹ per me non sono abbastanza per toglierne 9 all'altra persoina.  Riguardo la previsione, confidavo nelle altre persone e c sono andato vicino (a dire la veritÃ  ero indeciso tra 8 e 9 ma alla fine ho messo 9 sbagliando)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,13,17,28,25,16,6,5,5,18,5,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,4,4,2,3,3,4,2,3,1,4,1,4,3,4,3,3,2,4,1,3,2,1,1,4,2,4,1,2,3,4,2,3,1,4,NA,NA,42,NA,NA,NA,46,42,44,44,40,52,44,38,42,50,64,58,6,80
"160","10_5_D3_I",21,"jlncoeds","pc23",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.71.208.240","2017-05-10 07:48:16.914579+00:00",0,1,NA,NA,1,NA,78,100,2,11,11,2,2,15,3,0.2865,NA,"1",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,1,22,"italiana","Laurea Triennale","studente","Marketing Management",1,5,5,"lo trovo molto chiaro","leggendo, ho deciso da subito che se fossi stata Giocatore 1 avrei scelto l'offerta A. ho fatto riferimento alla teoria dei giochi di microeconomia, backward induction. qui non c'era perÃ² un unico equilibro di Nash. Se perÃ² il gioco si fosse svolto contemporaneamente per entrambi i giocatori, la scleta migliore sarebbe stata la A. ho optato per la A anche perchÃ¨ personalmente, se fossi stata giocatore "" e mi avessero offerto la B avrei rifiutat ( anche se so che raionalmente non sarebbe stata la scelta giusta, due euro non era abbastanza e non cambiava tanto da 0 euro).  nel calcolo delle probabilitÃ , infatti, ho tenuto conto che se io fossi stato giocatore 2 avrei fatto quella scelta, non ho tenuto conto perÃ² del fatto che cosÃ¬ pochi giocatori 1 avrebbero offerto B (ho considerato che almeno la metÃ  avrebbe offerto A, ma non credevo che solamente 2 avrebbero offerto B). quindi, considerando il mio ragionamento, almeno una delle 4/5 persone a cui pensavo che venisse offerto B avrebbe rifiutato, e quindi ho messo una probabilitÃ  di 77%. il fatto che ci fosse 50% di possibilitÃ  di ricevere in base alle robabilitÃ  scritte prima l ho preso poco in considerazione e mi Ã¨ sembrato ancora di piÃ¹ un incentivo a 2 a rifiutare B .",5,7,7,2,3,7,3,2,7,7,7,2,6,6,7,4,5.5,6,6.75,2.25,5,5,4,5,5,5,5,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,23,NA,113,NA,NA,3.38461542129517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,80
"161","10_5_D3_I",10,"nugne65h","pc8",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.138.143.17","2017-05-10 07:48:16.716838+00:00",0,1,NA,NA,2,NA,5,8,2,11,11,NA,NA,6,4,0.8593,0,"0",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,20,"Italiana","MaturitÃ  Scientifica","Studente","BSc in Economics, Management and Computer Science",1,5,5,"Penso che essere Giocatore 2 sia nettamente piÃ¹ svantaggioso che essere giocatore 1 (no range accettato di percentuale per esempio).","Non ho dovuto fare scelte a parte la previsione, e pure quella Ã¨ stata determinata in maniera abbastanza casuale non avendo informazioni sugli altri partecipanti, nel dubbio ho pensato che la dominant strategy sarebbe stata quella di scegliere l'offerta B per i Giocatori 1 ma al contempo che un senso di altruismo ci sarebbe stato, portandomi a scegliere 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,16,19,22,25,18,7,6,5,18,6,8,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,3,2,1,2,3,3,2,3,3,3,4,2,3,2,4,1,3,3,3,3,3,1,3,1,1,1,3,2,4,1,3,3,3,2,3,4,10,NA,NA,7,NA,NA,NA,50,46,44,46,44,44,44,46,50,54,52,58,6,81
"162","10_5_D3_I",3,"s4gc3ecn","pc2",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.43.185.17","2017-05-10 07:48:16.766843+00:00",0,1,NA,NA,1,NA,80,100,2,11,11,2,2,6,4,0.8593,0,"0",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,22,"italiana","diploma","studente","cleacc",3,5,5,"","se avessi scelto l'offerta B il giocatore 2 sarebbe stato portato a dubitare della scelta, sapendo che il suo guadagno sarebbe stato solo di 2 euro mentre quello del giocare 1 7 volte tanto. Sarebbe interessante vedere le scelte che vengono effettuate senza sapere i guadagni dell'altro componente, se cambiano o no.",5,5,7,1,4,6,1,1,6,6,6,1,7,6,7,5,5.5,5.5,6.5,1,5,5,5,5,4,5,4,3,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,25,NA,NA,3.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,81
"163","10_5_D3_I",15,"7cuhwa1o","pc19",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.155.8.85","2017-05-10 07:48:16.784266+00:00",0,1,NA,NA,1,NA,91,100,10,11,11,2,2,15,5,0.3305,NA,"1",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,19,"Italiana","Diploma di scuola superiore","Studente","BEMACS",1,5,5,"Molto divertente e stimolante, nessun suggerimento","Avendo studiato la teoria dei giochi in microeconomia (grazie professoressa Botticini) sapevo come teoricamente si sarebbero comportati i giocatori. Ciascuno mira a massimizzare il proprio guadagno, perciÃ² la scelta finale sarebbe dovuta ricadere sul 14-2, essendo io il giocatore 1. Tuttavia, poichÃ¨ 3 euro di differenza sono una somma molto minore rispetto al rischio di non guadagnarne 11 per l'ipotico rifiuto del Giocatore 2, la mia avversione al ""rischio"" mi ha portato a scegliere la A, come ho visto che la maggior parte dei miei colleghi oggi hanno fatto (solo due persone hanno scelto la B).",3,7,4,3,6,6,6,1,4,5,7,2,6,7,7,7,5.25,6.75,5.25,3,5,3,4,5,3,3,4,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,9,NA,66,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,82
"164","10_5_D3_I",22,"tnr3dwm4","pc18",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.61.238.152","2017-05-10 07:48:16.588449+00:00",0,1,NA,NA,2,NA,8,8,10,11,11,NA,NA,15,5,0.3305,NA,"1",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,1,20,"Italiana","Diploma superiore","Studentessa","BIEM",2,5,4,"","Non ho potuto fare la scelta in quanto era determinata dall'altro giocatore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,16,20,23,24,15,5,5,5,21,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,2,1,3,3,1,3,4,4,3,3,3,3,1,3,2,3,3,3,2,3,2,3,2,2,2,4,2,4,2,2,3,3,2,3,2,22,NA,NA,30,NA,NA,NA,42,44,46,42,54,52,52,48,52,56,54,56,6,82
"165","10_5_D3_I",18,"gazhzjpv","pc17",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.158.177.57","2017-05-10 07:48:16.671715+00:00",0,1,NA,NA,2,NA,6,8,2,11,11,NA,NA,6,6,0.9372,1,"0",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,1,23,"italiana","laurea triennale","studente","EMIT",1,5,5,"","Nel prevedere il numero di giocatori cher hanno proposto l'offerta A ho pensato che piÃ¹ del 50% sarebbe stato disposto a far ottenere un guadagno anche all'altro giocatore, considerando che i payoff di entrambi di giocatori erano positivi nel caso dell'offerta A. con l'offerta B ci sarebbe stato il rischio di un payoff pari a 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,11,17,25,26,15,5,5,5,22,7,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,2,3,1,4,4,2,3,3,4,2,3,1,3,1,3,2,4,1,3,4,4,1,4,3,1,1,4,2,3,1,3,1,3,2,3,1,18,NA,NA,14,NA,NA,NA,42,44,46,42,48,60,54,38,38,50,60,60,6,83
"166","10_5_D3_I",5,"sbc8k1kw","pc26",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.69.198.55","2017-05-10 07:48:16.349621+00:00",0,1,NA,NA,1,NA,81,100,2,11,11,2,2,6,6,0.9372,1,"0",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,19,"Italiana","MaturitÃ  classica","Studente","Economics and Finance",1,5,4,"","Ridurre il rischio al minimo possibile",7,7,7,1,4,6,2,2,7,6,6,3,6,7,7,4,6.25,6,6.25,2,4,3,3,5,3,3,2,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,18,NA,42,NA,NA,2.38461542129517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,83
"167","10_5_D3_I",14,"2leest5b","pc7",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.152.65.114","2017-05-10 07:48:16.503212+00:00",0,1,NA,NA,2,NA,9,8,2,11,11,NA,NA,6,7,0.8707,0,"0",1,9,2,"akv4qvsw",21,NA,NA,NA,NA,0,0,19,"Italiana","Diploma scientifico","Studente","BEMACS",2017,5,5,"Nessun suggerimento","Ho pensato che la maggior parte dei Giocatori 1 avrebbe fatto l'offerta  A dal momento che entrambi i giocatori guadagnano e nessuno dei due rischia, perÃ² ho anche considerato la possibilitÃ  che qualche Giocatore 1 avrebbe fatto l'offerta B e di conseguenza ho fatto la mia previsione",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,12,20,27,28,23,7,10,6,13,4,7,1,2,2,3,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,4,2,4,4,4,2,4,3,3,1,3,2,4,2,4,2,4,2,4,1,1,1,4,3,4,1,2,3,4,1,3,2,14,NA,NA,10,NA,NA,NA,48,52,44,48,36,40,34,34,38,54,66,68,6,84
